Název části obce;Název ulice;Číslo domovní;PSČ
Dvůr Králové nad Labem;Hradecká;495;54401
Dvůr Králové nad Labem;Hradecká;496;54401
Dvůr Králové nad Labem;Hradecká;497;54401
Dvůr Králové nad Labem;K Rybníkům;498;54401
Dvůr Králové nad Labem;K Rybníkům;499;54401
Dvůr Králové nad Labem;Štefánikova;501;54401
Dvůr Králové nad Labem;Tylova;503;54401
Dvůr Králové nad Labem;Tylova;505;54401
Dvůr Králové nad Labem;Tylova;508;54401
Dvůr Králové nad Labem;Tylova;509;54401
Dvůr Králové nad Labem;Tylova;510;54401
Dvůr Králové nad Labem;Tylova;511;54401
Dvůr Králové nad Labem;Tylova;512;54401
Dvůr Králové nad Labem;Tylova;514;54401
Dvůr Králové nad Labem;Tylova;515;54401
Dvůr Králové nad Labem;Tylova;516;54401
Dvůr Králové nad Labem;Fügnerova;517;54401
Dvůr Králové nad Labem;Fügnerova;518;54401
Dvůr Králové nad Labem;Legionářská;520;54401
Dvůr Králové nad Labem;Fügnerova;521;54401
Dvůr Králové nad Labem;Fügnerova;522;54401
Dvůr Králové nad Labem;Fügnerova;523;54401
Dvůr Králové nad Labem;Fügnerova;524;54401
Dvůr Králové nad Labem;Sladkovského;528;54401
Dvůr Králové nad Labem;Sladkovského;529;54401
Dvůr Králové nad Labem;Sladkovského;531;54401
Dvůr Králové nad Labem;Sladkovského;532;54401
Dvůr Králové nad Labem;Kotkova;533;54401
Dvůr Králové nad Labem;Sladkovského;534;54401
Dvůr Králové nad Labem;Sladkovského;535;54401
Dvůr Králové nad Labem;Sladkovského;536;54401
Dvůr Králové nad Labem;Sladkovského;538;54401
Dvůr Králové nad Labem;Sladkovského;539;54401
Dvůr Králové nad Labem;Sladkovského;541;54401
Dvůr Králové nad Labem;Sladkovského;542;54401
Dvůr Králové nad Labem;Sladkovského;543;54401
Dvůr Králové nad Labem;Sladkovského;544;54401
Dvůr Králové nad Labem;Sladkovského;545;54401
Dvůr Králové nad Labem;Sladkovského;546;54401
Dvůr Králové nad Labem;Sladkovského;547;54401
Dvůr Králové nad Labem;Sladkovského;549;54401
Dvůr Králové nad Labem;Sladkovského;550;54401
Dvůr Králové nad Labem;Tyršova;554;54401
Dvůr Králové nad Labem;Tyršova;555;54401
Dvůr Králové nad Labem;Tyršova;557;54401
Dvůr Králové nad Labem;Tyršova;559;54401
Dvůr Králové nad Labem;Legionářská;561;54401
Dvůr Králové nad Labem;Legionářská;563;54401
Dvůr Králové nad Labem;Legionářská;567;54401
Dvůr Králové nad Labem;Legionářská;568;54401
Dvůr Králové nad Labem;Legionářská;569;54401
Dvůr Králové nad Labem;Legionářská;570;54401
Dvůr Králové nad Labem;Legionářská;571;54401
Dvůr Králové nad Labem;Nedbalova;573;54401
Dvůr Králové nad Labem;Nedbalova;574;54401
Dvůr Králové nad Labem;Vrchlického;576;54401
Dvůr Králové nad Labem;Vrchlického;577;54401
Dvůr Králové nad Labem;Vrchlického;578;54401
Dvůr Králové nad Labem;Vrchlického;581;54401
Dvůr Králové nad Labem;Vrchlického;582;54401
Dvůr Králové nad Labem;Vrchlického;583;54401
Dvůr Králové nad Labem;Vrchlického;584;54401
Dvůr Králové nad Labem;Vrchlického;585;54401
Dvůr Králové nad Labem;Vrchlického;588;54401
Dvůr Králové nad Labem;Vrchlického;589;54401
Dvůr Králové nad Labem;Antonína Wagnera;590;54401
Dvůr Králové nad Labem;Antonína Wagnera;591;54401
Dvůr Králové nad Labem;Antonína Wagnera;594;54401
Dvůr Králové nad Labem;Antonína Wagnera;596;54401
Dvůr Králové nad Labem;Antonína Wagnera;597;54401
Dvůr Králové nad Labem;Antonína Wagnera;598;54401
Dvůr Králové nad Labem;Antonína Wagnera;599;54401
Dvůr Králové nad Labem;Antonína Wagnera;600;54401
Dvůr Králové nad Labem;Purkyňova;601;54401
Dvůr Králové nad Labem;Purkyňova;602;54401
Dvůr Králové nad Labem;Purkyňova;603;54401
Dvůr Králové nad Labem;Purkyňova;604;54401
Dvůr Králové nad Labem;Purkyňova;606;54401
Dvůr Králové nad Labem;Purkyňova;609;54401
Dvůr Králové nad Labem;Purkyňova;611;54401
Dvůr Králové nad Labem;Purkyňova;612;54401
Dvůr Králové nad Labem;Purkyňova;613;54401
Dvůr Králové nad Labem;Purkyňova;614;54401
Dvůr Králové nad Labem;Purkyňova;616;54401
Dvůr Králové nad Labem;Purkyňova;617;54401
Dvůr Králové nad Labem;Štítného;618;54401
Dvůr Králové nad Labem;Štítného;619;54401
Dvůr Králové nad Labem;Štítného;620;54401
Dvůr Králové nad Labem;Štítného;621;54401
Dvůr Králové nad Labem;Štítného;626;54401
Dvůr Králové nad Labem;Štítného;628;54401
Dvůr Králové nad Labem;Štítného;629;54401
Dvůr Králové nad Labem;Nerudova;631;54401
Dvůr Králové nad Labem;Zátopkova;635;54401
Dvůr Králové nad Labem;Zátopkova;636;54401
Dvůr Králové nad Labem;Tyršova;637;54401
Dvůr Králové nad Labem;Tyršova;638;54401
Dvůr Králové nad Labem;Tyršova;640;54401
Dvůr Králové nad Labem;Tyršova;641;54401
Dvůr Králové nad Labem;Tyršova;642;54401
Dvůr Králové nad Labem;Tyršova;643;54401
Dvůr Králové nad Labem;Tyršova;644;54401
Dvůr Králové nad Labem;Tyršova;645;54401
Dvůr Králové nad Labem;Tyršova;646;54401
Dvůr Králové nad Labem;Leoše Janáčka;649;54401
Dvůr Králové nad Labem;Nedbalova;650;54401
Dvůr Králové nad Labem;Nová Tyršova;653;54401
Dvůr Králové nad Labem;Nová Tyršova;654;54401
Dvůr Králové nad Labem;Krkonošská;655;54401
Dvůr Králové nad Labem;Jungmannova;656;54401
Dvůr Králové nad Labem;Nová Tyršova;657;54401
Dvůr Králové nad Labem;Krkonošská;659;54401
Dvůr Králové nad Labem;Krkonošská;660;54401
Dvůr Králové nad Labem;Krkonošská;661;54401
Dvůr Králové nad Labem;Krkonošská;662;54401
Dvůr Králové nad Labem;K Rybníkům;663;54401
Dvůr Králové nad Labem;Zátopkova;664;54401
Dvůr Králové nad Labem;Zátopkova;665;54401
Dvůr Králové nad Labem;Zátopkova;666;54401
Dvůr Králové nad Labem;Zátopkova;667;54401
Dvůr Králové nad Labem;Krkonošská;668;54401
Dvůr Králové nad Labem;Krkonošská;669;54401
Dvůr Králové nad Labem;Krkonošská;670;54401
Dvůr Králové nad Labem;Krkonošská;671;54401
Dvůr Králové nad Labem;Krkonošská;672;54401
Dvůr Králové nad Labem;Krkonošská;673;54401
Dvůr Králové nad Labem;Nová Tyršova;674;54401
Dvůr Králové nad Labem;Nová Tyršova;676;54401
Dvůr Králové nad Labem;Krkonošská;678;54401
Dvůr Králové nad Labem;Krkonošská;679;54401
Dvůr Králové nad Labem;Krkonošská;680;54401
Dvůr Králové nad Labem;Krkonošská;683;54401
Dvůr Králové nad Labem;Krkonošská;684;54401
Dvůr Králové nad Labem;Krkonošská;685;54401
Dvůr Králové nad Labem;Krkonošská;686;54401
Dvůr Králové nad Labem;Heydukova;687;54401
Dvůr Králové nad Labem;Krkonošská;688;54401
Dvůr Králové nad Labem;Krkonošská;689;54401
Dvůr Králové nad Labem;Krkonošská;690;54401
Dvůr Králové nad Labem;K Rybníkům;692;54401
Dvůr Králové nad Labem;K Rybníkům;693;54401
Dvůr Králové nad Labem;K Rybníkům;694;54401
Dvůr Králové nad Labem;Milady Horákové;696;54401
Dvůr Králové nad Labem;Legionářská;697;54401
Dvůr Králové nad Labem;Čelakovského;698;54401
Dvůr Králové nad Labem;Raisova;699;54401
Dvůr Králové nad Labem;Vrchlického;700;54401
Dvůr Králové nad Labem;Vrchlického;701;54401
Dvůr Králové nad Labem;5. května;702;54401
Dvůr Králové nad Labem;28. října;703;54401
Dvůr Králové nad Labem;Preslova;704;54401
Dvůr Králové nad Labem;Heydukova;705;54401
Dvůr Králové nad Labem;Milady Horákové;706;54401
Dvůr Králové nad Labem;Heydukova;707;54401
Dvůr Králové nad Labem;5. května;708;54401
Dvůr Králové nad Labem;Purkyňova;709;54401
Dvůr Králové nad Labem;Jiráskova;712;54401
Dvůr Králové nad Labem;Jana Žižky;713;54401
Dvůr Králové nad Labem;Mánesova;714;54401
Dvůr Králové nad Labem;Spojených národů;715;54401
Dvůr Králové nad Labem;5. května;716;54401
Dvůr Králové nad Labem;Riegrova;717;54401
Dvůr Králové nad Labem;Sládkova;719;54401
Dvůr Králové nad Labem;Štefánikova;720;54401
Dvůr Králové nad Labem;Riegrova;721;54401
Dvůr Králové nad Labem;Dukelská;723;54401
Dvůr Králové nad Labem;Bezručova;724;54401
Dvůr Králové nad Labem;Bezručova;725;54401
Dvůr Králové nad Labem;Bezručova;726;54401
Dvůr Králové nad Labem;Bezručova;727;54401
Dvůr Králové nad Labem;Dvořákova;728;54401
Dvůr Králové nad Labem;Rooseveltova;729;54401
Dvůr Králové nad Labem;28. října;731;54401
Dvůr Králové nad Labem;Chelčického;732;54401
Dvůr Králové nad Labem;Vrchlického;733;54401
Dvůr Králové nad Labem;Vrchlického;734;54401
Dvůr Králové nad Labem;Vrchlického;735;54401
Dvůr Králové nad Labem;Purkyňova;736;54401
Dvůr Králové nad Labem;Kotkova;738;54401
Dvůr Králové nad Labem;Vrchlického;739;54401
Dvůr Králové nad Labem;Vrchlického;740;54401
Dvůr Králové nad Labem;Palackého;741;54401
Dvůr Králové nad Labem;Ve Strži;742;54401
Dvůr Králové nad Labem;Spojených národů;743;54401
Dvůr Králové nad Labem;Heydukova;744;54401
Dvůr Králové nad Labem;Kotkova;745;54401
Dvůr Králové nad Labem;Jiráskova;747;54401
Dvůr Králové nad Labem;Čelakovského;750;54401
Dvůr Králové nad Labem;Tyršova;751;54401
Dvůr Králové nad Labem;Kotkova;754;54401
Dvůr Králové nad Labem;Hradecká;755;54401
Dvůr Králové nad Labem;5. května;756;54401
Dvůr Králové nad Labem;Antonína Wagnera;757;54401
Dvůr Králové nad Labem;Ve Strži;758;54401
Dvůr Králové nad Labem;Do Lánů;759;54401
Dvůr Králové nad Labem;Bezručova;760;54401
Dvůr Králové nad Labem;Riegrova;761;54401
Dvůr Králové nad Labem;Kotkova;762;54401
Dvůr Králové nad Labem;Eklova;763;54401
Dvůr Králové nad Labem;Kotkova;764;54401
Dvůr Králové nad Labem;náměstí Denisovo;766;54401
Dvůr Králové nad Labem;Kotkova;767;54401
Dvůr Králové nad Labem;Kotkova;768;54401
Dvůr Králové nad Labem;Purkyňova;769;54401
Dvůr Králové nad Labem;Hlávkova;771;54401
Dvůr Králové nad Labem;Nová Tyršova;772;54401
Dvůr Králové nad Labem;Bezručova;773;54401
Dvůr Králové nad Labem;Smetanova;774;54401
Dvůr Králové nad Labem;Borovičky;775;54401
Dvůr Králové nad Labem;Jiráskova;776;54401
Dvůr Králové nad Labem;Vrchlického;777;54401
Dvůr Králové nad Labem;Vrchlického;778;54401
Dvůr Králové nad Labem;Ve Strži;779;54401
Dvůr Králové nad Labem;Spojených národů;780;54401
Dvůr Králové nad Labem;Tyršova;782;54401
Dvůr Králové nad Labem;Rokycanova;783;54401
Dvůr Králové nad Labem;Heydukova;784;54401
Dvůr Králové nad Labem;Alešova;785;54401
Dvůr Králové nad Labem;Alešova;786;54401
Dvůr Králové nad Labem;28. října;787;54401
Dvůr Králové nad Labem;Vrchlického;788;54401
Dvůr Králové nad Labem;Kotkova;789;54401
Dvůr Králové nad Labem;Spojených národů;790;54401
Dvůr Králové nad Labem;Kotkova;791;54401
Dvůr Králové nad Labem;Kotkova;792;54401
Dvůr Králové nad Labem;Kotkova;796;54401
Dvůr Králové nad Labem;náměstí Odboje;797;54401
Dvůr Králové nad Labem;Elišky Krásnohorské;798;54401
Dvůr Králové nad Labem;Rokycanova;799;54401
Dvůr Králové nad Labem;Poděbradova;800;54401
Dvůr Králové nad Labem;Kotkova;801;54401
Dvůr Králové nad Labem;Vrchlického;802;54401
Dvůr Králové nad Labem;Karlov;803;54401
Dvůr Králové nad Labem;5. května;805;54401
Dvůr Králové nad Labem;Smetanova;806;54401
Dvůr Králové nad Labem;Tylova;807;54401
Dvůr Králové nad Labem;Vrchlického;808;54401
Dvůr Králové nad Labem;Smetanova;809;54401
Dvůr Králové nad Labem;Rokycanova;810;54401
Dvůr Králové nad Labem;Kotkova;811;54401
Dvůr Králové nad Labem;Smetanova;812;54401
Dvůr Králové nad Labem;Kotkova;815;54401
Dvůr Králové nad Labem;Sladkovského;816;54401
Dvůr Králové nad Labem;Heydukova;817;54401
Dvůr Králové nad Labem;Kotkova;818;54401
Dvůr Králové nad Labem;Vrchlického;819;54401
Dvůr Králové nad Labem;28. října;820;54401
Dvůr Králové nad Labem;28. října;821;54401
Dvůr Králové nad Labem;28. října;822;54401
Dvůr Králové nad Labem;28. října;823;54401
Dvůr Králové nad Labem;Bezručova;824;54401
Dvůr Králové nad Labem;Vojanova;825;54401
Dvůr Králové nad Labem;Vojanova;826;54401
Dvůr Králové nad Labem;Vojanova;827;54401
Dvůr Králové nad Labem;náměstí Václava Hanky;828;54401
Dvůr Králové nad Labem;Sladkovského;829;54401
Dvůr Králové nad Labem;Kotkova;830;54401
Dvůr Králové nad Labem;Kotkova;831;54401
Dvůr Králové nad Labem;Kotkova;832;54401
Dvůr Králové nad Labem;Kotkova;833;54401
Dvůr Králové nad Labem;Vrchlického;834;54401
Dvůr Králové nad Labem;Vrchlického;835;54401
Dvůr Králové nad Labem;Kotkova;836;54401
Dvůr Králové nad Labem;5. května;837;54401
Dvůr Králové nad Labem;Smetanova;838;54401
Dvůr Králové nad Labem;Hlávkova;839;54401
Dvůr Králové nad Labem;Zátopkova;841;54401
Dvůr Králové nad Labem;Březinova;842;54401
Dvůr Králové nad Labem;Březinova;843;54401
Dvůr Králové nad Labem;Elišky Krásnohorské;844;54401
Dvůr Králové nad Labem;Hradecká;845;54401
Dvůr Králové nad Labem;Dvořákova;846;54401
Dvůr Králové nad Labem;5. května;847;54401
Dvůr Králové nad Labem;Čelakovského;848;54401
Dvůr Králové nad Labem;Kotkova;850;54401
Dvůr Králové nad Labem;5. května;851;54401
Dvůr Králové nad Labem;Raisova;852;54401
Dvůr Králové nad Labem;28. října;853;54401
Dvůr Králové nad Labem;28. října;854;54401
Dvůr Králové nad Labem;Havlíčkova;856;54401
Dvůr Králové nad Labem;Kotkova;858;54401
Dvůr Králové nad Labem;Březinova;859;54401
Dvůr Králové nad Labem;Březinova;860;54401
Dvůr Králové nad Labem;28. října;861;54401
Dvůr Králové nad Labem;Máchova;862;54401
Dvůr Králové nad Labem;Vorlešská;863;54401
Dvůr Králové nad Labem;Hradecká;864;54401
Dvůr Králové nad Labem;Do Lánů;865;54401
Dvůr Králové nad Labem;Švehlova;866;54401
Dvůr Králové nad Labem;Bezručova;867;54401
Dvůr Králové nad Labem;Kotkova;868;54401
Dvůr Králové nad Labem;Spojených národů;869;54401
Dvůr Králové nad Labem;nábřeží Jiřího Wolkera;870;54401
Dvůr Králové nad Labem;Heydukova;871;54401
Dvůr Králové nad Labem;Mánesova;872;54401
Dvůr Králové nad Labem;Březinova;873;54401
Dvůr Králové nad Labem;náměstí Václava Hanky;874;54401
Dvůr Králové nad Labem;Kotkova;875;54401
Dvůr Králové nad Labem;Hradecká;876;54401
Dvůr Králové nad Labem;Eklova;877;54401
Dvůr Králové nad Labem;Nerudova;880;54401
Dvůr Králové nad Labem;Máchova;882;54401
Dvůr Králové nad Labem;Máchova;883;54401
Dvůr Králové nad Labem;Zborovská;885;54401
Dvůr Králové nad Labem;Čelakovského;886;54401
Dvůr Králové nad Labem;Březinova;887;54401
Dvůr Králové nad Labem;Březinova;888;54401
Dvůr Králové nad Labem;Jiráskova;889;54401
Dvůr Králové nad Labem;Alešova;890;54401
Dvůr Králové nad Labem;Rokycanova;891;54401
Dvůr Králové nad Labem;Erbenova;892;54401
Dvůr Králové nad Labem;Heydukova;893;54401
Dvůr Králové nad Labem;Heydukova;894;54401
Dvůr Králové nad Labem;Březinova;895;54401
Dvůr Králové nad Labem;Spojených národů;896;54401
Dvůr Králové nad Labem;Štítného;898;54401
Dvůr Králové nad Labem;Štítného;899;54401
Dvůr Králové nad Labem;Nerudova;900;54401
Dvůr Králové nad Labem;Nerudova;901;54401
Dvůr Králové nad Labem;Nerudova;902;54401
Dvůr Králové nad Labem;Heydukova;903;54401
Dvůr Králové nad Labem;5. května;904;54401
Dvůr Králové nad Labem;Smetanova;905;54401
Dvůr Králové nad Labem;Březinova;906;54401
Dvůr Králové nad Labem;Březinova;907;54401
Dvůr Králové nad Labem;Riegrova;908;54401
Dvůr Králové nad Labem;Kollárova;909;54401
Dvůr Králové nad Labem;Kollárova;910;54401
Dvůr Králové nad Labem;Hradecká;911;54401
Dvůr Králové nad Labem;Libušina;912;54401
Dvůr Králové nad Labem;Nerudova;913;54401
Dvůr Králové nad Labem;Nerudova;914;54401
Dvůr Králové nad Labem;Rokycanova;916;54401
Dvůr Králové nad Labem;Dukelská;917;54401
Dvůr Králové nad Labem;Erbenova;918;54401
Dvůr Králové nad Labem;Erbenova;919;54401
Dvůr Králové nad Labem;Náprstkova;920;54401
Dvůr Králové nad Labem;Heydukova;921;54401
Dvůr Králové nad Labem;Březinova;922;54401
Dvůr Králové nad Labem;Březinova;923;54401
Dvůr Králové nad Labem;Březinova;924;54401
Dvůr Králové nad Labem;Dvořákova;925;54401
Dvůr Králové nad Labem;Rokycanova;926;54401
Dvůr Králové nad Labem;Jana Žižky;927;54401
Dvůr Králové nad Labem;Březinova;929;54401
Dvůr Králové nad Labem;Březinova;930;54401
Dvůr Králové nad Labem;Březinova;931;54401
Dvůr Králové nad Labem;Březinova;932;54401
Dvůr Králové nad Labem;Smetanova;933;54401
Dvůr Králové nad Labem;Smetanova;934;54401
Dvůr Králové nad Labem;Heydukova;935;54401
Dvůr Králové nad Labem;Heydukova;936;54401
Dvůr Králové nad Labem;Puchmajerova;937;54401
Dvůr Králové nad Labem;Puchmajerova;938;54401
Dvůr Králové nad Labem;Nová Tyršova;939;54401
Dvůr Králové nad Labem;Tyršova;940;54401
Dvůr Králové nad Labem;Kotkova;941;54401
Dvůr Králové nad Labem;Dobrovského;942;54401
Dvůr Králové nad Labem;Purkyňova;943;54401
Dvůr Králové nad Labem;Spojených národů;944;54401
Dvůr Králové nad Labem;Spojených národů;945;54401
Dvůr Králové nad Labem;Klazarova;946;54401
Dvůr Králové nad Labem;Rokycanova;947;54401
Dvůr Králové nad Labem;Klazarova;949;54401
Dvůr Králové nad Labem;Boženy Němcové;950;54401
Dvůr Králové nad Labem;Boženy Němcové;951;54401
Dvůr Králové nad Labem;Štefánikova;952;54401
Dvůr Králové nad Labem;Chelčického;953;54401
Dvůr Králové nad Labem;Chelčického;954;54401
Dvůr Králové nad Labem;Klicperova;955;54401
Dvůr Králové nad Labem;Klicperova;956;54401
Dvůr Králové nad Labem;Klicperova;957;54401
Dvůr Králové nad Labem;Puchmajerova;958;54401
Dvůr Králové nad Labem;Puchmajerova;959;54401
Dvůr Králové nad Labem;Hlávkova;960;54401
Dvůr Králové nad Labem;Kotkova;961;54401
Dvůr Králové nad Labem;Vorlešská;962;54401
Dvůr Králové nad Labem;Sladkovského;963;54401
Dvůr Králové nad Labem;Preslova;964;54401
Dvůr Králové nad Labem;Preslova;965;54401
Dvůr Králové nad Labem;Klazarova;967;54401
Dvůr Králové nad Labem;Klazarova;968;54401
Dvůr Králové nad Labem;Nová Tyršova;969;54401
Dvůr Králové nad Labem;Alešova;970;54401
Dvůr Králové nad Labem;Smetanova;971;54401
Dvůr Králové nad Labem;náměstí Rašínovo;972;54401
Dvůr Králové nad Labem;Vorlešská;973;54401
Dvůr Králové nad Labem;Mánesova;975;54401
Dvůr Králové nad Labem;Vorlešská;976;54401
Dvůr Králové nad Labem;Vorlešská;977;54401
Dvůr Králové nad Labem;Slovany;978;54401
Dvůr Králové nad Labem;Hlávkova;979;54401
Dvůr Králové nad Labem;Rokycanova;980;54401
Dvůr Králové nad Labem;5. května;981;54401
Dvůr Králové nad Labem;Boženy Němcové;982;54401
Dvůr Králové nad Labem;Jungmannova;983;54401
Dvůr Králové nad Labem;Jungmannova;984;54401
Dvůr Králové nad Labem;Chelčického;985;54401
Dvůr Králové nad Labem;Nerudova;986;54401
Dvůr Králové nad Labem;Kotkova;987;54401
Dvůr Králové nad Labem;Kotkova;988;54401
Dvůr Králové nad Labem;Hlávkova;989;54401
Dvůr Králové nad Labem;Hlávkova;990;54401
Dvůr Králové nad Labem;Heydukova;991;54401
Dvůr Králové nad Labem;Heydukova;992;54401
Dvůr Králové nad Labem;Klazarova;993;54401
Dvůr Králové nad Labem;Klazarova;994;54401
Dvůr Králové nad Labem;Klazarova;995;54401
Dvůr Králové nad Labem;Hradecká;996;54401
Dvůr Králové nad Labem;Hradecká;997;54401
Dvůr Králové nad Labem;Nerudova;998;54401
Dvůr Králové nad Labem;Nerudova;999;54401
Dvůr Králové nad Labem;Chelčického;1000;54401
Dvůr Králové nad Labem;Štítného;1001;54401
Dvůr Králové nad Labem;Puchmajerova;1002;54401
Dvůr Králové nad Labem;Vorlešská;1003;54401
Dvůr Králové nad Labem;Smetanova;1004;54401
Dvůr Králové nad Labem;Jana Žižky;1005;54401
Dvůr Králové nad Labem;Bezručova;1006;54401
Dvůr Králové nad Labem;Bezručova;1007;54401
Dvůr Králové nad Labem;Blahoslavova;1008;54401
Dvůr Králové nad Labem;Smetanova;1009;54401
Dvůr Králové nad Labem;Žirecká;1010;54401
Dvůr Králové nad Labem;náměstí Rašínovo;1011;54401
Dvůr Králové nad Labem;Libušina;1012;54401
Dvůr Králové nad Labem;Kotkova;1013;54401
Dvůr Králové nad Labem;Klazarova;1014;54401
Dvůr Králové nad Labem;Březinova;1015;54401
Dvůr Králové nad Labem;Čelakovského;1016;54401
Dvůr Králové nad Labem;Klazarova;1018;54401
Dvůr Králové nad Labem;Nerudova;1019;54401
Dvůr Králové nad Labem;Libušina;1020;54401
Dvůr Králové nad Labem;Nerudova;1021;54401
Dvůr Králové nad Labem;Nerudova;1022;54401
Dvůr Králové nad Labem;Nerudova;1023;54401
Dvůr Králové nad Labem;Tyršova;1024;54401
Dvůr Králové nad Labem;Čechova;1025;54401
Dvůr Králové nad Labem;Smetanova;1026;54401
Dvůr Králové nad Labem;Nerudova;1027;54401
Dvůr Králové nad Labem;Čelakovského;1028;54401
Dvůr Králové nad Labem;Štefánikova;1029;54401
Dvůr Králové nad Labem;28. října;1031;54401
Dvůr Králové nad Labem;Hlávkova;1033;54401
Dvůr Králové nad Labem;Heydukova;1035;54401
Dvůr Králové nad Labem;Klazarova;1036;54401
Dvůr Králové nad Labem;Kotkova;1037;54401
Dvůr Králové nad Labem;Vrchlického;1038;54401
Dvůr Králové nad Labem;Vrchlického;1039;54401
Dvůr Králové nad Labem;Klazarova;1040;54401
Dvůr Králové nad Labem;Boženy Němcové;1041;54401
Dvůr Králové nad Labem;Raisova;1042;54401
Dvůr Králové nad Labem;Smetanova;1043;54401
Dvůr Králové nad Labem;Jiráskova;1044;54401
Dvůr Králové nad Labem;Jiráskova;1045;54401
Dvůr Králové nad Labem;Jiráskova;1046;54401
Dvůr Králové nad Labem;Libušina;1049;54401
Dvůr Králové nad Labem;nábřeží Jiřího Wolkera;1050;54401
Dvůr Králové nad Labem;Čechova;1051;54401
Dvůr Králové nad Labem;Heydukova;1052;54401
Dvůr Králové nad Labem;Hlávkova;1053;54401
Dvůr Králové nad Labem;Čelakovského;1055;54401
Dvůr Králové nad Labem;Čelakovského;1056;54401
Dvůr Králové nad Labem;Mánesova;1057;54401
Dvůr Králové nad Labem;Nerudova;1060;54401
Dvůr Králové nad Labem;Puchmajerova;1061;54401
Dvůr Králové nad Labem;Puchmajerova;1062;54401
Dvůr Králové nad Labem;Puchmajerova;1063;54401
Dvůr Králové nad Labem;Štítného;1064;54401
Dvůr Králové nad Labem;Kotkova;1065;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1067;54401
Dvůr Králové nad Labem;nábřeží Benešovo;1068;54401
Dvůr Králové nad Labem;Štefánikova;1069;54401
Dvůr Králové nad Labem;Nerudova;1071;54401
Dvůr Králové nad Labem;Bezručova;1072;54401
Dvůr Králové nad Labem;Heydukova;1073;54401
Dvůr Králové nad Labem;Heydukova;1074;54401
Dvůr Králové nad Labem;Hradecká;1077;54401
Dvůr Králové nad Labem;Nerudova;1078;54401
Dvůr Králové nad Labem;Hlávkova;1079;54401
Dvůr Králové nad Labem;Štefánikova;1080;54401
Dvůr Králové nad Labem;Klazarova;1082;54401
Dvůr Králové nad Labem;Březinova;1083;54401
Dvůr Králové nad Labem;Smetanova;1084;54401
Dvůr Králové nad Labem;Bezručova;1085;54401
Dvůr Králové nad Labem;Bezručova;1086;54401
Dvůr Králové nad Labem;28. října;1087;54401
Dvůr Králové nad Labem;Heydukova;1088;54401
Dvůr Králové nad Labem;Heydukova;1089;54401
Dvůr Králové nad Labem;Sylvárovská;1090;54401
Dvůr Králové nad Labem;Klazarova;1091;54401
Dvůr Králové nad Labem;Rokycanova;1092;54401
Dvůr Králové nad Labem;Alešova;1093;54401
Dvůr Králové nad Labem;Štefánikova;1094;54401
Dvůr Králové nad Labem;Eduarda Zbroje;1095;54401
Dvůr Králové nad Labem;Eduarda Zbroje;1096;54401
Dvůr Králové nad Labem;Štefánikova;1098;54401
Dvůr Králové nad Labem;Štefánikova;1099;54401
Dvůr Králové nad Labem;Libušina;1100;54401
Dvůr Králové nad Labem;Kotkova;1101;54401
Dvůr Králové nad Labem;Kotkova;1102;54401
Dvůr Králové nad Labem;Čechova;1103;54401
Dvůr Králové nad Labem;Čechova;1104;54401
Dvůr Králové nad Labem;Šafaříkova;1105;54401
Dvůr Králové nad Labem;Čechova;1106;54401
Dvůr Králové nad Labem;Nerudova;1107;54401
Dvůr Králové nad Labem;Nerudova;1108;54401
Dvůr Králové nad Labem;Vrchlického;1109;54401
Dvůr Králové nad Labem;Fibichova;1110;54401
Dvůr Králové nad Labem;Fibichova;1111;54401
Dvůr Králové nad Labem;Fibichova;1112;54401
Dvůr Králové nad Labem;Fibichova;1113;54401
Dvůr Králové nad Labem;Fibichova;1114;54401
Dvůr Králové nad Labem;Fibichova;1115;54401
Dvůr Králové nad Labem;Purkyňova;1116;54401
Dvůr Králové nad Labem;Nová Tyršova;1117;54401
Dvůr Králové nad Labem;Tyršova;1118;54401
Dvůr Králové nad Labem;Čelakovského;1119;54401
Dvůr Králové nad Labem;R. A. Dvorského;1120;54401
Dvůr Králové nad Labem;R. A. Dvorského;1121;54401
Dvůr Králové nad Labem;R. A. Dvorského;1122;54401
Dvůr Králové nad Labem;Hradecká;1123;54401
Dvůr Králové nad Labem;Hradecká;1124;54401
Dvůr Králové nad Labem;Husitská;1125;54401
Dvůr Králové nad Labem;Puchmajerova;1126;54401
Dvůr Králové nad Labem;Máchova;1127;54401
Dvůr Králové nad Labem;náměstí Odboje;1128;54401
Dvůr Králové nad Labem;Fibichova;1129;54401
Dvůr Králové nad Labem;Tyršova;1130;54401
Dvůr Králové nad Labem;Čechova;1134;54401
Dvůr Králové nad Labem;Čechova;1135;54401
Dvůr Králové nad Labem;Čechova;1136;54401
Dvůr Králové nad Labem;Antonína Wagnera;1137;54401
Dvůr Králové nad Labem;Antonína Wagnera;1138;54401
Dvůr Králové nad Labem;Nerudova;1139;54401
Dvůr Králové nad Labem;Zeyerova;1140;54401
Dvůr Králové nad Labem;Jungmannova;1141;54401
Dvůr Králové nad Labem;Jungmannova;1142;54401
Dvůr Králové nad Labem;Šafaříkova;1143;54401
Dvůr Králové nad Labem;Kotkova;1144;54401
Dvůr Králové nad Labem;Smetanova;1145;54401
Dvůr Králové nad Labem;Bezručova;1146;54401
Dvůr Králové nad Labem;Klazarova;1147;54401
